features,sv_0,sv_1,sv_2,sv_3,sv_4,cv_std,cv_mean,feature_n
IL27RA,0.00069159706,0.0065534953,0.0041285516,0.019890679,0.0062272265,0.0073103653,0.00749831,801
SEMA4A,0.017944431,0.0,0.0,0.005021219,0.014439234,0.008304843,0.0074809766,802
NR4A1,0.0026614903,0.012463586,0.004040046,0.01716898,0.0010491753,0.0069842543,0.007476656,803
ETV5,0.0,0.0,0.008735453,0.019666975,0.00888022,0.00812338,0.00745653,804
PPP1R14A,0.004955669,0.0,0.0,0.0,0.032260545,0.01403827,0.0074432427,805
IGFBP6,0.014131449,0.0,0.005831445,0.0056372546,0.0114556905,0.005524673,0.007411168,806
SAV1,0.033630125,0.0,0.0,0.0,0.0033690645,0.014735568,0.0073998375,807
UAP1,0.0,0.028634293,0.0010063789,0.007324309,0.0,0.0122607,0.0073929965,808
FMN1,0.006260181,0.018866412,0.006058631,0.0,0.0054277913,0.0069497614,0.0073226034,809
TTYH3,0.023254525,0.005948369,0.0,0.0031010518,0.0041248556,0.009183892,0.0072857602,810
NFKBID,0.0048081665,0.004005647,0.007576818,0.0047565615,0.015170909,0.0046247244,0.0072636204,811
CLEC4A,0.0052421885,0.0017252008,0.01192013,0.0043223375,0.013009207,0.004952381,0.007243813,812
EAF1,0.013928937,0.0,0.008408497,0.013458853,0.0,0.0068844752,0.007159257,813
RP11-325F22.2,0.0051580016,0.0037123961,0.026819402,0.0,0.0,0.011235155,0.0071379603,814
SNHG12,0.0,0.025459532,0.0,0.010178329,0.0,0.011155432,0.007127573,815
ZSWIM6,0.02039641,0.004076056,0.011156495,0.0,0.0,0.008706471,0.007125792,816
FAM110A,0.015704181,0.00246632,0.012208249,0.0,0.005229685,0.006623875,0.0071216873,817
ENO2,0.0,0.0032434675,0.02001595,0.010807287,0.0014972507,0.008325241,0.007112791,818
FCHO2,0.0,0.0,0.0,0.0024368595,0.033008542,0.01452779,0.00708908,819
PDLIM1,0.0,0.005598822,0.016583905,0.013230998,0.0,0.007592852,0.0070827454,820
TFRC,0.0,0.0037835531,0.01520612,0.013726348,0.0025988703,0.0069151972,0.007062978,821
NRG1,0.006415735,0.0029888202,0.0013100698,0.020290054,0.0042893607,0.007628271,0.007058808,822
TMIGD3,0.0,0.0,0.01116206,0.009827292,0.014255326,0.0066321963,0.0070489356,823
DUSP6,0.0038215057,0.0046594683,0.003634605,0.0046359557,0.018408384,0.006376551,0.0070319837,824
CCL2,0.0049348646,0.002980025,0.009894468,0.008933017,0.008363271,0.0029323949,0.007021129,825
HIST2H2AA4,0.0038995054,0.017732555,0.00427156,0.007863518,0.0013139873,0.0064288466,0.0070162253,826
CD109,0.013054724,0.0015669983,0.0034727675,0.01686058,0.0,0.007497486,0.006991014,827
CCNY,0.013218552,0.0034400707,0.010311112,0.007946772,0.0,0.005296271,0.006983301,828
RENBP,0.0,0.012439679,0.006463357,0.0043600295,0.011539344,0.0051586186,0.0069604814,829
NRGN,0.017656902,0.006062798,0.0,0.005581547,0.0054812566,0.006476053,0.0069565005,830
MRPL18,0.0035548718,0.009027807,0.011393217,0.0015101355,0.00929541,0.0042035473,0.006956288,831
TMEM51,0.008795584,0.0,0.0,0.01733904,0.00857288,0.0072556306,0.0069415,832
FDX1,0.003194285,0.019468015,0.0039898925,0.0024226396,0.0055910437,0.0071047638,0.006933175,833
PDE4D,0.008373673,0.0028119227,0.008654306,0.0146244345,0.0,0.0056841513,0.0068928674,834
CD84,0.0,0.0048300596,0.009426059,0.0044759796,0.015715554,0.005955354,0.006889531,835
PDK4,0.014337779,0.0,0.0,0.020095494,0.0,0.009647159,0.0068866545,836
DSC2,0.0,0.0044673183,0.0,0.0,0.029866673,0.013002024,0.0068667987,837
DNAJC21,0.012093893,0.0,0.015762877,0.0028951792,0.0035078842,0.0067206887,0.0068519665,838
LRG1,0.0,0.0,0.006596021,0.02759895,0.0,0.011951467,0.0068389936,839
SPRED1,0.010276724,0.005228219,0.016086763,0.0,0.0025117572,0.0064309593,0.0068206927,840
FRMD4B,0.008328479,0.0011261357,0.0,0.012773318,0.011765502,0.0059393966,0.006798687,841
NBPF14,0.008426262,0.01949157,0.0,0.0059315194,0.0,0.008014836,0.0067698704,842
HBEGF,0.013419852,0.0012240184,0.011559382,0.001852645,0.005627178,0.0055542206,0.006736615,843
KCNK6,0.0,0.03367965,0.0,0.0,0.0,0.015061997,0.0067359298,844
C15orf39,0.00989158,0.0,0.020615485,0.0,0.003167019,0.00874761,0.006734817,845
SELM,0.011511978,0.0,0.0,0.014114767,0.008016652,0.0065123606,0.00672868,846
CAMK1,0.0076695285,0.009062562,0.010079073,0.006820849,0.0,0.003963614,0.006726403,847
SFMBT2,0.0,0.0155394785,0.006648807,0.0,0.011389313,0.006890346,0.00671552,848
IGF2R,0.009553869,0.0015824705,0.0051849084,0.01215491,0.0050565116,0.0041559013,0.0067065344,849
IFITM10,0.0,0.008617611,0.008064989,0.01679601,0.0,0.007022281,0.006695722,850
MYD88,0.015076769,0.0058199065,0.009691078,0.0,0.0024784133,0.0059700403,0.0066132336,851
ITGAL,0.015355279,0.017659917,0.0,0.0,0.0,0.009078224,0.006603039,852
CTD-3252C9.4,0.02046866,0.0,0.0,0.0056053516,0.0068493676,0.008374217,0.0065846755,853
RP11-212I21.2,0.0,0.0064512994,0.0050932285,0.013958528,0.0072267675,0.005009457,0.0065459646,854
TUG1,0.0,0.016138772,0.0,0.0016938408,0.014896475,0.008230968,0.006545818,855
CCDC92,0.0,0.0,0.0072088176,0.007480263,0.018005034,0.007387855,0.0065388232,856
RHBDD2,0.0,0.013774463,0.009655831,0.009224115,0.0,0.0062207943,0.0065308823,857
SASH3,0.0,0.013194463,0.008215237,0.0074070534,0.0035596816,0.0049868086,0.0064752875,858
HIVEP1,0.014729877,0.0,0.0,0.00801491,0.009625391,0.0064087934,0.0064740353,859
ADGRE5,0.00093207904,0.013387317,0.0,0.013417296,0.0045706932,0.0065622153,0.0064614774,860
YPEL5,0.0011972246,0.0,0.002224835,0.0043184296,0.024533046,0.01022969,0.006454707,861
KCNE1,0.01609889,0.003082509,0.0,0.012989572,0.0,0.0075896448,0.006434194,862
TSPYL1,0.018521247,0.0035878397,0.005443676,0.0,0.004562038,0.0070725335,0.00642296,863
PRNP,0.0086655775,0.008896992,0.009780683,0.0,0.0047333417,0.0040784003,0.0064153187,864
TP53INP2,0.019193038,0.004026692,0.0033977495,0.0023296347,0.0030431368,0.007178863,0.0063980506,865
TNFAIP2,0.0038569411,0.0028803544,0.010567356,0.0029311695,0.011192671,0.0042177914,0.0062856986,866
IDS,0.010050813,0.015547476,0.0,0.004282715,0.0014794498,0.006453248,0.00627209,867
FAM65B,0.0,0.018301638,0.000569788,0.012341626,0.0,0.008554814,0.0062426105,868
RP11-138A9.1,0.0052372473,0.013751706,0.00412088,0.007939195,0.0,0.0050926963,0.006209806,869
CEBPA,0.0036666603,0.0,0.0,0.027216619,0.0,0.011868375,0.0061766556,870
LIPN,0.015466977,0.0,0.0020283547,0.01323072,0.0,0.0075758747,0.0061452105,871
TMEM70,0.0,0.004041124,0.020815784,0.0057809995,0.0,0.008592311,0.006127582,872
DUSP4,0.0,0.009877149,0.0073301317,0.01337884,0.0,0.0059828945,0.0061172238,873
PDE4A,0.0012104515,0.009897595,0.016684746,0.0,0.0027843167,0.007045723,0.006115422,874
TRAFD1,0.0036316568,0.020550732,0.006165646,0.0,0.0,0.00850494,0.006069607,875
CKAP4,0.0,0.012587189,0.0063266447,0.0071313046,0.0043008965,0.0045727617,0.0060692066,876
OPN3,0.0,0.002758454,0.0,0.0021057357,0.02526913,0.010827843,0.006026664,877
PARP4,0.0,0.0,0.0,0.029933799,0.0,0.013386802,0.00598676,878
TCF4,0.002321467,0.0,0.0,0.0045968355,0.02285888,0.0096399225,0.0059554367,879
VDR,0.006773374,0.0,0.0,0.017031055,0.005652769,0.0069703646,0.0058914395,880
TGM2,0.0,0.0,0.01972146,0.009682575,0.0,0.008800125,0.005880807,881
MALT1,0.013014676,0.0,0.0011567388,0.0048804814,0.010335312,0.0056708907,0.0058774417,882
DNAJB9,0.0041285125,0.0,0.020553043,0.0026506998,0.0020263174,0.008339952,0.0058717146,883
STMN1,0.006575727,0.007070795,0.0,0.0144499745,0.0012331973,0.005733949,0.005865939,884
NOD2,0.013237959,0.004317416,0.0,0.011722307,0.0,0.0063217795,0.0058555366,885
ST3GAL6,0.005358035,0.0046574282,0.0144411195,0.0,0.004637919,0.0052715843,0.0058189007,886
ITGAM,0.0013677032,0.0040534893,0.016661748,0.0045265793,0.002476653,0.0061914837,0.0058172345,887
GYPC,0.0016014947,0.0074739046,0.004668774,0.0034008175,0.011773974,0.003973418,0.005783793,888
SDF2L1,0.00080747926,0.008218157,0.0010072386,0.0032027306,0.01563684,0.006269954,0.005774489,889
RAB9A,0.0140023315,0.007943551,0.0014077413,0.002272975,0.003135298,0.0052605653,0.005752379,890
CLCF1,0.005291092,0.0059487293,0.0175092,0.0,0.0,0.0071528642,0.005749804,891
KLF3,0.0047469693,0.0,0.0,0.013251412,0.010635532,0.006067701,0.0057267826,892
SRGAP1,0.027209444,0.0,0.0,0.0,0.001282556,0.0120378565,0.0056984,893
MIR22HG,0.0,0.0,0.022195533,0.0062838485,0.0,0.009616567,0.0056958767,894
SAMD9,0.00970211,0.01874428,0.0,0.0,0.0,0.008420801,0.0056892782,895
PLEC,0.002669776,0.0,0.009316487,0.008306361,0.0079720095,0.0040833596,0.005652927,896
PTPRCAP,0.0,0.0,0.004052497,0.019657237,0.0045219203,0.008122072,0.005646331,897
COLGALT1,0.0,0.0035856548,0.004656368,0.0199363,0.0,0.008264248,0.005635665,898
OGFRL1,0.0104240645,0.0,0.0107849315,0.00080653105,0.0061439043,0.0051181833,0.0056318864,899
VAT1,0.0,0.0,0.016959539,0.006275085,0.0049081882,0.0069406303,0.0056285625,900
HIST1H4C,0.0,0.0013147303,0.010362646,0.005422926,0.011040842,0.005050655,0.005628229,901
SLAMF7,0.0028468904,0.0,0.0,0.025014987,0.0,0.010938436,0.005572376,902
RNF19A,0.0,0.009617524,0.0021981276,0.015906336,0.0,0.00701139,0.0055443975,903
WDR74,0.0043558558,0.019308886,0.003737185,0.0,0.0,0.0079937475,0.0054803854,904
HS3ST1,0.0,0.017123014,0.0,0.0034921153,0.006760528,0.007092459,0.0054751313,905
CPPED1,0.008040397,0.0031665612,0.0073867836,0.0042674937,0.004472097,0.0021230055,0.0054666665,906
KIAA0226L,0.0015202257,0.001911611,0.0,0.023888119,0.0,0.010336,0.005463991,907
NBN,0.0,0.0,0.009430192,0.0,0.017643139,0.00796266,0.005414666,908
ABHD5,0.006468202,0.006749331,0.008230774,0.0027737261,0.0028476235,0.0024691091,0.0054139313,909
CD80,0.013761128,0.002518967,0.0095384475,0.0012463934,0.0,0.0059528807,0.0054129874,910
LRIF1,0.0016703334,0.0,0.011966815,0.010182283,0.003172588,0.0053391256,0.005398404,911
MAF,0.01670807,0.0035956653,0.0033752255,0.0032481928,0.0,0.006500327,0.0053854305,912
FAM46A,0.005621333,0.016604694,0.0,0.0,0.004417972,0.0067980364,0.0053287996,913
JARID2,0.0,0.018062267,0.0051628454,0.0,0.0033898875,0.007461906,0.0053230003,914
RAB42,0.010314688,0.0049546934,0.0101945335,0.0011203352,0.0,0.004867776,0.0053168503,915
SPATA13,0.0,0.004937363,0.010721337,0.0095234485,0.0012911897,0.0047833133,0.005294667,916
CCDC71L,0.0057463837,0.0,0.0015366853,0.019149011,0.0,0.008098395,0.005286416,917
SLC5A3,0.0,0.01589775,0.0063772444,0.0,0.0041555897,0.006537612,0.005286117,918
CACYBP,0.0011435922,0.0014890424,0.005269102,0.015448418,0.00307092,0.0059109647,0.0052842153,919
MCOLN1,0.014127634,0.00518793,0.0,0.007021304,0.0,0.0058539994,0.0052673733,920
IDH1,0.0031470843,0.008643811,0.0039026581,0.0048578093,0.005636072,0.0021247128,0.0052374867,921
ATP1B1,0.005203923,0.0,0.009462951,0.006702016,0.004609176,0.0034575206,0.005195613,922
CHST7,0.005172221,0.0012328075,0.005032343,0.0,0.01453073,0.005698022,0.00519362,923
PTX3,0.0,0.010512409,0.0154404435,0.0,0.0,0.007317922,0.005190571,924
SLC37A2,0.015301357,0.0,0.00641679,0.0,0.004210275,0.0062963585,0.0051856847,925
MGEA5,0.0,0.0,0.025895758,0.0,0.0,0.011580935,0.0051791514,926
SLC43A2,0.0017760587,0.0129076885,0.0024911705,0.008538495,0.0,0.0053999703,0.0051426827,927
PPP1R9B,0.0,0.0,0.0,0.025690848,0.0,0.011489296,0.0051381695,928
DENND5A,0.0071625714,0.009093267,0.00623846,0.003143764,0.0,0.0035822312,0.0051276125,929
HLA-DOB,0.0,0.0,0.014214202,0.0,0.01123063,0.007047742,0.0050889663,930
G3BP2,0.006256766,0.0,0.00608281,0.0,0.013032585,0.005414025,0.0050744326,931
SRSF7,0.0038220817,0.0,0.01358997,0.00417924,0.0037415246,0.0050598993,0.0050665634,932
IRF2BP2,0.016580673,0.0015769332,0.0,0.0010664149,0.0061055,0.0068465844,0.005065904,933
SKI,0.011468681,0.0019392695,0.003578189,0.00833348,0.0,0.004725598,0.005063924,934
ALDH1A1,0.012263501,0.0,0.0,0.0130477315,0.0,0.0069373096,0.005062246,935
KLF10,0.0129347425,0.0,0.0,0.0017737761,0.010570258,0.0062125055,0.0050557554,936
ADGRE3,0.0,0.010746665,0.0,0.012106703,0.002321191,0.005930837,0.0050349114,937
HYOU1,0.0,0.0,0.0,0.01076561,0.014334382,0.0069887578,0.0050199986,938
RP6-159A1.4,0.016263632,0.00620537,0.0,0.0,0.0025132615,0.0067916517,0.004996453,939
GPR34,0.006842809,0.0018354651,0.0,0.012255479,0.004040221,0.0047951336,0.0049947947,940
EPB41L3,0.0,0.0121615445,0.0055658226,0.0032292386,0.003942085,0.0044961264,0.004979738,941
GAS7,0.0,0.009317306,0.010643113,0.0,0.0046038646,0.0050150477,0.0049128565,942
BNIP3,0.00518587,0.01669055,0.0026796595,0.0,0.0,0.0069290707,0.004911216,943
PLPP1,0.011279421,0.0,0.003168485,0.004324539,0.0056861714,0.0041428865,0.0048917234,944
IGFBP7,0.019046657,0.0052825557,0.0,0.0,0.0,0.008250734,0.0048658424,945
CAAP1,0.0017317605,0.0,0.013157495,0.0,0.009271697,0.006027701,0.0048321905,946
PHLDB1,0.0,0.0068836478,0.0,0.010123117,0.0071403505,0.004588847,0.004829423,947
NABP1,0.002603242,0.013241587,0.008162897,0.0,0.0,0.0057765734,0.0048015453,948
AGO3,0.0,0.0029252816,0.010996675,0.0076394947,0.002439822,0.004432452,0.004800255,949
TCN2,0.0,0.009741712,0.011067366,0.0031198794,0.0,0.0053057093,0.004785792,950
FOXP1,0.0,0.009765588,0.0,0.006869402,0.0072858105,0.0045054825,0.0047841603,951
B3GNT2,0.0020076013,0.0,0.0,0.0,0.021865727,0.009593661,0.004774666,952
STK26,0.0026758166,0.012475939,0.0,0.0,0.008682743,0.0055808243,0.004766899,953
SYNE1,0.0,0.0020194186,0.008141224,0.0048539103,0.008817004,0.0038101499,0.0047663115,954
FOSL1,0.0,0.0,0.0076104943,0.016142616,0.0,0.0071704537,0.004750622,955
GRK6,0.0058280085,0.0,0.0063905944,0.0073899417,0.004116426,0.0029063178,0.004744994,956
DICER1,0.0036961108,0.0,0.0,0.013808932,0.006168182,0.0057076705,0.004734645,957
ENOSF1,0.0,0.0,0.0,0.023634356,0.0,0.010569605,0.004726871,958
FAR2,0.0025365232,0.014009457,0.0,0.0069877245,0.0,0.005932118,0.0047067413,959
AMPD2,0.0,0.0006566429,0.012521702,0.010282185,0.0,0.006181995,0.004692106,960
CCDC66,0.011358797,0.009857594,0.0,0.0021854772,0.0,0.005510019,0.0046803737,961
GALM,0.002364359,0.012862473,0.0036899585,0.0,0.0044089654,0.0048803175,0.004665151,962
ITGAV,0.0,0.0037485976,0.018052971,0.0014536877,0.0,0.0076471167,0.0046510515,963
NGLY1,0.008677742,0.0045763697,0.0013385076,0.0070792274,0.0015804344,0.0032602719,0.004650456,964
ST6GAL1,0.0,0.0040600183,0.019138224,0.0,0.0,0.008293427,0.004639649,965
MOB3B,0.0033272342,0.0,0.0,0.013189634,0.0066384072,0.0055197836,0.004631055,966
YPEL3,0.009662377,0.005065345,0.0,0.0,0.008400448,0.0045443457,0.0046256343,967
ITGAE,0.0028729304,0.020085175,0.0,0.0,0.0,0.008750044,0.004591621,968
XAF1,0.0,0.0007668892,0.0,0.017715296,0.0043970654,0.007567397,0.00457585,969
UPF2,0.0,0.0027356048,0.0014746609,0.015699921,0.0028922504,0.0063348357,0.0045604873,970
ERRFI1,0.013250366,0.006034827,0.0010908905,0.0024242245,0.0,0.0053639403,0.0045600617,971
PIM1,0.0,0.007277977,0.006523018,0.00898,0.0,0.0042533623,0.004556199,972
FAM198B,0.01662365,0.006129064,0.0,0.0,0.0,0.0072521367,0.0045505427,973
SIGLEC1,0.0,0.0,0.0029119647,0.019839624,0.0,0.008639491,0.004550318,974
REV3L,0.0,0.022747444,0.0,0.0,0.0,0.010172966,0.004549489,975
RAPGEF2,0.0,0.0033647963,0.009914074,0.009463607,0.0,0.0048919967,0.004548495,976
OGT,0.0,0.004255385,0.009536931,0.002145953,0.006683432,0.0037412052,0.00452434,977
RGL1,0.008651104,0.0008505392,0.0,0.009829566,0.0031699056,0.0044992683,0.004500223,978
QPCT,0.004347512,0.0031566406,0.0,0.0149665605,0.0,0.006161911,0.0044941427,979
IFRD1,0.014050323,0.0015648492,0.0020716928,0.0,0.0046191104,0.005611976,0.004461195,980
RAPH1,0.0008720976,0.00123633,0.007592539,0.012472642,0.0,0.005412225,0.004434722,981
EIF2AK3,0.0013357275,0.002930637,0.0033871671,0.014518994,0.0,0.0057948837,0.004434505,982
EGLN1,0.0023808267,0.0,0.01098464,0.008777251,0.0,0.0051310523,0.004428543,983
MKNK2,0.010897729,0.011205842,0.0,0.0,0.0,0.006054292,0.004420714,984
ZNF593,0.0,0.008310148,0.0,0.008022175,0.005704904,0.00414825,0.0044074454,985
IQSEC1,0.0,0.0058569983,0.016140789,0.0,0.0,0.0070364936,0.0043995576,986
CASS4,0.0,0.0022745535,0.0030071677,0.0,0.016702266,0.0070093367,0.0043967976,987
EPS8,0.0,0.0,0.021960339,0.0,0.0,0.009820962,0.004392068,988
ATP2A2,0.0053045074,0.0,0.0010638831,0.015525781,0.0,0.006603949,0.0043788343,989
CLIC2,0.003225436,0.005092383,0.007289323,0.0,0.006246846,0.0028711392,0.0043707974,990
IGKV3-20,0.010554371,0.0032554886,0.0,0.007586516,0.0,0.004690075,0.0042792754,991
LRP1,0.0,0.0,0.007474206,0.008716711,0.005131228,0.0041002296,0.0042644287,992
ARID5B,0.0,0.018547513,0.0027203946,0.0,0.0,0.008076912,0.0042535816,993
MITF,0.02124106,0.0,0.0,0.0,0.0,0.009499291,0.004248212,994
LYL1,0.009264771,0.0,0.0,0.007286539,0.0046419064,0.0042025717,0.0042386437,995
CD79B,0.0,0.014784282,0.004027733,0.0023341894,0.0,0.006140311,0.004229241,996
APOL6,0.012157178,0.0,0.0,0.005321655,0.0036650365,0.0050034197,0.0042287735,997
TMEM154,0.0,0.015979614,0.0024008958,0.0027542054,0.0,0.006696319,0.004226943,998
PDLIM7,0.0,0.013210189,0.0025042668,0.005220501,0.0,0.0054858816,0.004186991,999
MERTK,0.0,0.0,0.002051613,0.0,0.018864919,0.008255211,0.0041833064,1000
CX3CR1,0.0,0.015467824,0.0026992057,0.0,0.002532113,0.0064664516,0.0041398285,1001
IL6,0.002559958,0.0060509406,0.007502834,0.0,0.0044949236,0.002946217,0.004121731,1002
PALLD,0.002167382,0.015085825,0.0,0.0,0.0033124303,0.0062980703,0.0041131275,1003
KIFC3,0.0,0.0045543094,0.0031814645,0.012827578,0.0,0.005264027,0.0041126707,1004
C20orf194,0.010212461,0.0,0.0,0.004478601,0.005789793,0.004300606,0.0040961714,1005
PXN,0.0069292295,0.0,0.010165974,0.0,0.00330851,0.0044453675,0.0040807426,1006
H2AFX,0.00917574,0.00060988835,0.0,0.010586089,0.0,0.0053298706,0.0040743435,1007
OXSR1,0.0013669523,0.0036667655,0.0061288923,0.0025864872,0.006595001,0.002251918,0.00406882,1008
ADGRE2,0.0,0.008664092,0.011641073,0.0,0.0,0.0056595304,0.004061033,1009
LHFPL2,0.010176026,0.0,0.0,0.010074485,0.0,0.0055459472,0.004050102,1010
BCL11A,0.0,0.0,0.011572181,0.0,0.008573799,0.0056181247,0.004029196,1011
HAVCR2,0.0021073315,0.0,0.0,0.0,0.017994493,0.00786489,0.004020365,1012
TNFAIP8L2,0.0057395543,0.0,0.0,0.003625306,0.010687724,0.0044691036,0.0040105167,1013
DLGAP1-AS2,0.0,0.014368154,0.0,0.0,0.0056754784,0.006290975,0.004008726,1014
TCEAL3,0.0,0.0,0.0,0.020039877,0.0,0.008962105,0.0040079756,1015
LSG1,0.0,0.012555176,0.0034777618,0.0037847348,0.0,0.005135744,0.0039635347,1016
EMB,0.00085406133,0.008166881,0.010737029,0.0,0.0,0.005114579,0.0039515942,1017
GK5,0.0016492124,0.0055868044,0.012481431,0.0,0.0,0.005290625,0.0039434894,1018
PTGS1,0.003074864,0.0022474201,0.003736793,0.008521076,0.002019789,0.002661111,0.0039199884,1019
FAM200B,0.005632226,0.0,0.0032913564,0.0035404526,0.007049812,0.0026754255,0.0039027694,1020
MINK1,0.0,0.006792718,0.0027666814,0.009899529,0.0,0.004360798,0.0038917854,1021
MIIP,0.0006486027,0.012015547,0.0,0.0022878218,0.0044843443,0.004862701,0.003887263,1022
MAN1A1,0.001163018,0.0,0.0045783366,0.0,0.013645837,0.0057738638,0.0038774381,1023
ZBTB20,0.0,0.005030433,0.0,0.009606591,0.004747139,0.0040304475,0.0038768328,1024
SMPDL3A,0.014061823,0.0,0.0028937294,0.0023401582,0.0,0.005854912,0.0038591423,1025
WDR55,0.001089954,0.003526157,0.0,0.01467758,0.0,0.00621699,0.0038587383,1026
TNS1,0.0,0.0,0.0,0.0,0.019257845,0.00861237,0.003851569,1027
DRAM1,0.0015022057,0.0030952177,0.011351767,0.0031703725,0.0,0.004405659,0.0038239125,1028
STX3,0.0,0.0,0.0,0.004683732,0.014405055,0.006256329,0.0038177571,1029
ESYT1,0.0,0.0,0.0013503039,0.0,0.017674701,0.0077754133,0.003805001,1030
ELOVL5,0.0070646936,0.0044227475,0.0,0.0044011804,0.003116331,0.0025649003,0.0038009905,1031
CCND1,0.004046753,0.0,0.0,0.0,0.014911486,0.0064584375,0.0037916477,1032
APOBEC3B,0.0028914353,0.00601832,0.0079999,0.0020110505,0.0,0.0032025254,0.003784141,1033
NUB1,0.0016694797,0.0026299146,0.0080477875,0.00650102,0.0,0.0033794532,0.0037696406,1034
RP5-1171I10.5,0.0,0.012420338,0.006405932,0.0,0.0,0.005577075,0.0037652538,1035
RBBP6,0.0042814976,0.0,0.013548817,0.0009515257,0.0,0.0057501206,0.0037563678,1036
RTN1,0.015545501,0.0,0.0,0.0,0.0032135001,0.006738122,0.0037518002,1037
CXCL9,0.0,0.0,0.0035549924,0.0028101632,0.012378009,0.0050864737,0.003748633,1038
TNIP3,0.0030099747,0.0,0.0,0.011588532,0.003721755,0.0047454997,0.0036640526,1039
PARP9,0.0052157617,0.0,0.0,0.003487179,0.009507477,0.003982237,0.0036420836,1040
NFAT5,0.008723167,0.0,0.0,0.0043500275,0.0050740424,0.003704654,0.0036294474,1041
SMCHD1,0.0041383393,0.011784354,0.0,0.0010653472,0.0010545286,0.0048253755,0.003608514,1042
LINC00116,0.0,0.008115617,0.0,0.009626258,0.00026311388,0.0048415232,0.0036009974,1043
ETV3,0.0029959087,0.0,0.0049811467,0.0034495718,0.006541903,0.0024448782,0.0035937063,1044
NCF4,0.00588207,0.0060282713,0.00414378,0.0,0.0019069103,0.002608941,0.0035922066,1045
